,symboling,normalized-losses,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,diesel,gas,horsepower_ordinal,make_freq,aspiration_std,aspiration_turbo,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_awd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
10,0,0.6649214659685865,four,0.425655976676385,0.5328358208955222,0.8999999999999999,0.5416666666666665,0.35182311869666405,four,0.17735849056603775,3.5,0.3476190476190477,0.11250000000000004,0.24766355140186913,0.6734693877551019,0.27777777777777773,0.3421052631578947,0.12789831686609404,0.4082125603864734,0,1,0.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11,0,0.6439790575916231,two,0.425655976676385,0.5328358208955222,0.8999999999999999,0.5416666666666665,0.474010861132661,six,0.38867924528301884,3.31,0.5333333333333334,0.125,0.34112149532710284,0.04081632653061229,0.22222222222222215,0.3157894736842105,0.3935256442083313,0.48148148148148123,0,1,1.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,0,0.6439790575916231,four,0.425655976676385,0.5328358208955222,0.8999999999999999,0.5416666666666665,0.495345228859581,six,0.38867924528301884,3.31,0.5333333333333334,0.125,0.34112149532710284,0.04081632653061229,0.22222222222222215,0.3157894736842105,0.396877017029939,0.48148148148148123,0,1,1.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13,1,0.29842931937172773,four,0.49271137026239087,0.7149253731343284,0.9291666666666668,0.6583333333333337,0.6078355314197053,six,0.38867924528301884,3.31,0.5333333333333334,0.125,0.34112149532710284,0.04081632653061229,0.19444444444444448,0.23684210526315785,0.48277146119855024,0.523611111111111,0,1,1.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14,0,0.29842931937172773,four,0.49271137026239087,0.7149253731343284,0.9291666666666668,0.6583333333333337,0.6757176105508145,six,0.558490566037736,3.62,0.6285714285714288,0.0625,0.6261682242990654,0.5102040816326532,0.08333333333333331,0.1578947368421053,0.6365622362345464,0.7447916666666665,0,1,2.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15,0,0.29842931937172773,four,0.49271137026239087,0.7865671641791043,0.9430555555555556,0.4916666666666667,0.7339022498060512,six,0.558490566037736,3.62,0.6285714285714288,0.0625,0.6261682242990654,0.5102040816326532,0.08333333333333331,0.1578947368421053,0.8985899409165385,0.7447916666666665,0,1,2.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16,0,0.29842931937172773,four,0.6822157434402332,0.8343283582089556,0.9847222222222224,0.7083333333333335,0.7823894491854151,six,0.558490566037736,3.62,0.6285714285714288,0.0625,0.6261682242990654,0.5102040816326532,0.055555555555555525,0.10526315789473684,0.7884911374807606,0.8185185185185182,0,1,2.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17,2,0.29319371727748694,two,0.05247813411078761,0.0,0.8374999999999999,0.4500000000000006,0.0,three,0.0,2.91,0.4571428571428571,0.15625,0.0,0.3877551020408163,0.9444444444444444,0.9736842105263157,0.0008192244675040983,0.015366430260047304,0,1,0.0,0.014925373134328358,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,0.1727748691099476,two,0.23032069970845503,0.22089552238805998,0.8833333333333333,0.3500000000000001,0.14972847168347558,four,0.10943396226415092,3.03,0.49523809523809526,0.16249999999999998,0.10280373831775702,0.5102040816326532,0.6944444444444444,0.7105263157894737,0.029219006007646098,0.10453216374269009,0,1,0.0,0.014925373134328358,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19,0,0.08376963350785338,four,0.23032069970845503,0.2641791044776123,0.8833333333333333,0.3500000000000001,0.1633048875096974,four,0.10943396226415092,3.03,0.49523809523809526,0.16249999999999998,0.10280373831775702,0.5102040816326532,0.6944444444444444,0.7105263157894737,0.03617000148949903,0.10453216374269009,0,1,0.0,0.014925373134328358,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,0.27748691099476436,two,0.20699708454810528,0.2417910447761198,0.8861111111111111,0.24999999999999956,0.15050426687354534,four,0.10943396226415092,2.97,0.5523809523809524,0.150625,0.2196261682242991,0.5510204081632655,0.6666666666666665,0.6578947368421053,0.01127054267414726,0.11711711711711725,0,1,0.0,0.04477611940298507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1,0.27748691099476436,two,0.20699708454810528,0.2417910447761198,0.8861111111111111,0.24999999999999956,0.15050426687354534,four,0.10943396226415092,2.97,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.03125465468447444,0.2096774193548387,0,1,0.0,0.04477611940298507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0.27748691099476436,two,0.20699708454810528,0.2417910447761198,0.8861111111111111,0.24999999999999956,0.24825446082234293,four,0.139622641509434,3.03,0.6285714285714288,0.03749999999999998,0.2523364485981308,0.5510204081632655,0.3055555555555555,0.368421052631579,0.07047812918921603,0.3761574074074073,0,1,1.0,0.04477611940298507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,1,0.43455497382198954,four,0.20699708454810528,0.2417910447761198,0.8861111111111111,0.23333333333333384,0.18580294802172226,four,0.10943396226415092,2.97,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.0275805570726379,0.2096774193548387,0,1,0.0,0.04477611940298507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,0.43455497382198954,four,0.20699708454810528,0.2417910447761198,0.8861111111111111,0.23333333333333384,0.1943366951124903,four,0.10943396226415092,2.97,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.039074524601558996,0.2096774193548387,0,1,0.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1,0.43455497382198954,four,0.20699708454810528,0.2417910447761198,0.8861111111111111,0.23333333333333384,0.1943366951124903,four,0.10943396226415092,2.97,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.06183903480462738,0.2096774193548387,0,1,0.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,0.43455497382198954,four,0.20699708454810528,0.2417910447761198,0.8861111111111111,0.23333333333333384,0.2726920093095423,four,0.139622641509434,3.03,0.6285714285714288,0.03749999999999998,0.2523364485981308,0.5510204081632655,0.3055555555555555,0.368421052631579,0.08539794449133609,0.3761574074074073,0,1,1.0,0.04477611940298507,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,-1,0.23560209424083772,four,0.4868804664723032,0.5,0.8972222222222221,0.9999999999999996,0.40612878200155156,four,0.23018867924528302,3.34,0.661904761904762,0.09375,0.1869158878504673,0.346938775510204,0.3055555555555555,0.368421052631579,0.09440941363388114,0.3761574074074073,0,1,0.0,0.04477611940298507,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,3,0.41884816753926707,two,0.2711370262390673,0.4791044776119402,0.9208333333333332,0.20000000000000062,0.513188518231187,four,0.3584905660377358,3.6,0.8714285714285714,0.0,0.4532710280373831,0.346938775510204,0.16666666666666669,0.21052631578947367,0.1947768233950648,0.5701754385964912,0,1,1.0,0.04477611940298507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,2,0.3769633507853403,two,0.0,0.052238805970149294,0.8875,0.24999999999999956,0.08727695888285492,four,0.11698113207547167,2.91,0.6380952380952383,0.16249999999999998,0.04672897196261683,0.26530612244897966,0.9999999999999998,1.0,0.033786803038578006,0.0,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2,0.3769633507853403,two,0.0,0.052238805970149294,0.8875,0.24999999999999956,0.12839410395655548,four,0.11698113207547167,2.91,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.49999999999999994,0.5789473684210527,0.043120996971351966,0.2096774193548387,0,1,0.0,0.03482587064676617,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,0.1884816753926702,two,0.20699708454810528,0.1328358208955227,0.8888888888888888,0.3999999999999999,0.1353762606671839,four,0.06792452830188678,2.91,0.4761904761904763,0.19374999999999998,0.05607476635514019,0.5510204081632655,0.6944444444444444,0.6842105263157894,0.006975820465716681,0.10453216374269009,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,0.1884816753926702,two,0.20699708454810528,0.1328358208955227,0.8888888888888888,0.3999999999999999,0.1753297129557797,four,0.11698113207547167,2.91,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.035028052231766055,0.22870370370370358,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,0.1884816753926702,two,0.20699708454810528,0.1328358208955227,0.8888888888888888,0.3999999999999999,0.18153607447633824,four,0.11698113207547167,2.91,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.049923042550022334,0.22870370370370358,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,0.23560209424083772,four,0.2886297376093294,0.33283582089552244,0.8888888888888888,0.5583333333333331,0.20248254460822346,four,0.11698113207547167,2.91,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.05404398987140657,0.22870370370370358,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,0.0680628272251309,four,0.2886297376093294,0.23880597014925353,0.8875,0.8749999999999996,0.20791311093871212,four,0.11698113207547167,2.92,0.6380952380952383,0.13749999999999996,0.13084112149532712,0.7551020408163265,0.47222222222222215,0.4736842105263157,0.12789831686609404,0.22870370370370358,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,0.21465968586387435,two,0.2886297376093294,0.39402985074626873,0.9055555555555556,0.4583333333333335,0.29014740108611325,four,0.1849056603773585,3.15,0.7190476190476192,0.125,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.06893898018966288,0.294238683127572,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,0.21465968586387435,two,0.2886297376093294,0.39402985074626873,0.9055555555555556,0.4583333333333335,0.3107059736229635,four,0.1849056603773585,3.15,0.7190476190476192,0.125,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.09872896082617547,0.294238683127572,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,0.10471204188481675,four,0.2886297376093294,0.5119402985074628,0.9055555555555556,0.5249999999999999,0.31652443754848725,four,0.1849056603773585,3.15,0.7190476190476192,0.125,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.09252271486023533,0.294238683127572,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,0.10471204188481675,four,0.2886297376093294,0.5119402985074628,0.8680555555555556,0.5249999999999999,0.34290147401086113,four,0.1849056603773585,3.15,0.7190476190476192,0.125,0.17757009345794394,0.6734693877551019,0.3888888888888889,0.4473684210526315,0.12851894146268805,0.294238683127572,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,0.10471204188481675,four,0.2886297376093294,0.5119402985074628,0.9055555555555556,0.5249999999999999,0.3789759503491078,four,0.1849056603773585,3.15,0.7190476190476192,0.125,0.24766355140186913,0.6734693877551019,0.3055555555555555,0.3157894736842105,0.19430514870165333,0.3761574074074073,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,1,0.21989528795811514,two,0.2886297376093294,0.4179104477611939,0.9166666666666666,0.26666666666666705,0.3122575640031032,four,0.1849056603773585,3.15,0.7190476190476192,0.13124999999999998,0.24299065420560745,0.5510204081632655,0.3333333333333333,0.39473684210526316,0.12976019065587607,0.3466666666666666,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0,0.29842931937172773,four,0.22448979591836737,0.4417910447761195,0.8583333333333333,0.4750000000000001,0.3293250581846392,four,0.18867924528301888,3.31,0.5523809523809524,0.09375,0.14018691588785048,0.26530612244897966,0.3055555555555555,0.3421052631578947,0.041383248100888725,0.3761574074074073,0,1,0.0,0.009950248756218905,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2,0.29842931937172773,two,0.27405247813411115,0.4701492537313432,0.9055555555555556,0.30000000000000027,0.4833204034134988,four,0.2188679245283019,3.43,0.5523809523809524,0.13749999999999996,0.19626168224299068,0.346938775510204,0.3055555555555555,0.3421052631578947,0.14721215431209972,0.3761574074074073,0,1,0.0,0.009950248756218905,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,0,0.41884816753926707,four,0.7696793002915454,0.8731343283582089,0.9666666666666666,0.4166666666666665,1.0,six,0.7433962264150944,3.63,1.0,0.06874999999999998,0.5981308411214954,0.24489795918367352,0.055555555555555525,0.07894736842105265,0.6735514621915497,0.8185185185185182,0,1,2.0,0.014925373134328358,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,0,0.29842931937172773,four,0.7696793002915454,0.8731343283582089,0.9666666666666666,0.4166666666666665,1.0,six,0.7433962264150944,3.63,1.0,0.06874999999999998,0.5981308411214954,0.24489795918367352,0.055555555555555525,0.07894736842105265,0.7554739089419593,0.8185185185185182,0,1,2.0,0.014925373134328358,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,0,0.29842931937172773,two,0.44897959183673475,0.7552238805970148,0.9805555555555556,0.0,0.9550038789759503,twelve,1.0,3.54,0.3285714285714285,0.28125,0.9999999999999998,0.346938775510204,0.0,0.02631578947368418,0.7666451516806514,1.0000000000000002,0,1,0.0,0.014925373134328358,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,1,0.20418848167539266,two,0.18950437317784274,0.26865671641791034,0.8916666666666667,0.5249999999999999,0.15593483320403412,four,0.1132075471698113,3.03,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.47222222222222215,0.39473684210526316,0.0019115237575095534,0.22870370370370358,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1,0.20418848167539266,two,0.18950437317784274,0.26865671641791034,0.8916666666666667,0.5249999999999999,0.15981380915438326,four,0.1132075471698113,3.03,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.024254009234893986,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
